account_id,cust_id,product_type,segment,country,obs_month,default_month,months_to_default,credit_limit,outstanding_balance,payment_amount,min_payment_due,annual_interest_rate,dpd_days,ead_observed,utilization_ratio
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-09-30,2023-10-31,1,248730.5299362989,200374.427849508,7473.955484399069,1602.995422796064,0.13122517623326452,33,200374.427849508,0.8055883927912865
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-08-31,2023-10-31,2,248730.5299362989,162039.55676194152,0.0,1296.3164540955322,0.13122517623326452,12,200374.427849508,0.6514662948832242
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-07-31,2023-10-31,3,248730.5299362989,147517.50097592478,5103.268320619048,1180.1400078073982,0.13122517623326452,14,200374.427849508,0.5930816012562058
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-06-30,2023-10-31,4,248730.5299362989,134386.04618334986,5295.556437919812,1075.088369466799,0.13122517623326452,22,200374.427849508,0.5402877009821302
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-05-31,2023-10-31,5,248730.5299362989,153057.93548910794,1556.0588166716295,1224.4634839128635,0.13122517623326452,13,200374.427849508,0.615356448314997
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-04-30,2023-10-31,6,248730.5299362989,131755.13870744925,7466.354967193141,1054.041109659594,0.13122517623326452,10,200374.427849508,0.5297103606107074
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-03-31,2023-10-31,7,248730.5299362989,134461.4229088927,2635.906755838389,1075.6913832711416,0.13122517623326452,11,200374.427849508,0.540590746714241
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-02-28,2023-10-31,8,248730.5299362989,139510.5314854335,481.2941258846699,1116.084251883468,0.13122517623326452,19,200374.427849508,0.5608902595156405
1000001,7000001,SME_CREDIT_LINE,SME,GBR,2023-01-31,2023-10-31,9,248730.5299362989,137944.87291642267,6787.154178294041,1103.5589833313813,0.13122517623326452,21,200374.427849508,0.5545956620272993
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-07-31,2024-08-31,1,113627.97451895707,115675.69405188145,3511.17442630935,925.4055524150516,0.1259488810114336,25,129156.6037317729,1.0180212622956044
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-06-30,2024-08-31,2,113627.97451895707,120107.06667139434,3138.2594626085324,960.8565333711547,0.1259488810114336,10,129156.6037317729,1.0570202204154957
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-05-31,2024-08-31,3,113627.97451895707,119016.40141804058,2110.8377885341442,952.1312113443247,0.1259488810114336,8,129156.6037317729,1.0474216575794417
1000002,7000002,SME_CREDIT_LINE,SME,PAK,2024-04-30,2024-08-31,4,113627.97451895707,118883.99197500218,3203.721240790331,951.0719358000175,0.1259488810114336,8,129156.6037317729,1.0462563684541277
